subid	maindown	area	latitude	longitude	elev_mean	slope_mean	rivlen	SLC_1	SLC_2	SLC_3	SLC_4	SLC_5	SLC_6	SLC_7	SLC_8	SLC_9	SLC_10	SLC_11	SLC_12	SLC_13	SLC_14	SLC_15	SLC_16	SLC_17	SLC_18	SLC_19	SLC_20	SLC_21	SLC_22
71031130	71028757	36719026.00931329	51.56044518215868	-115.9207820176079	1357.90161132812	0.063497455686	218.630116939858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.673837221548109	0.0	0.1495865111810133	0.1765762672708777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71031429	71030308	985433.144077439	50.28681098696463	-114.59141061452516	2355.89111328125	0.025595635315	327.762132962074	0.0	0.0	0.6434511349400142	0.0	0.0	0.0	0.0	0.0	0.0	0.0883241553009547	0.268224709759031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71024578	71022164	29078431.68717903	51.69532564762083	-115.37899304917639	920.381530761719	0.007512017695	730.21828632318	0.0	0.0	0.0	0.0	0.0572242359452961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.942775764054704	0.0	0.0	0.0
71032292	71030270	18402580.365241595	51.88467452057442	-115.09206996241699	2506.07543945312	0.013546719006	493.825993036273	0.0	0.0	0.8090328896458054	0.0	0.0	0.0	0.0	0.0	0.0	0.0768438574595327	0.1141232528946618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71024619	71022248	78640951.10039002	50.65407259465091	-115.25482181312964	1058.150390625	0.007154547965	1479.5441924134561	0.0	0.0	0.0	0.0	0.0644890233697872	0.0	0.0	0.0894295833666158	0.0	0.0	0.0956261893838951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7504552038797018	0.0	0.0	0.0
71032106	71030390	20088606.250701405	52.52314686684064	-114.4630506962574	2551.55322265625	0.004285541501	442.56311955932995	0.0	0.0	0.8236219271108121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1763780728891879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71038890	71035360	85151198.5349633	51.186092996701376	-114.78237651188368	2142.06884765625	0.053588128872	796.814138301503	0.0	0.0	0.3868599079552803	0.0	0.0	0.0	0.0	0.0	0.0	0.1936784499275612	0.4194616421171586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71031215	71030314	80615628.48673709	51.51280034375685	-116.1791905633178	1301.49621582031	0.010427781664	1263.549004414944	0.0	0.0	0.0	0.0	0.0868892491176866	0.0	0.063054881511884	0.2035372603464009	0.0	0.3838363902912811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2626822187327472	0.0	0.0	0.0
71025839	71024292	33893606.542318225	50.576392611129094	-115.20302941018195	1019.52453613281	0.003302102649	1995.124721639534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.282963184524486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6319647494696142	0.0	0.0	0.0850720660058998
71031640	71029759	87378793.09192327	51.456398858910596	-114.28348180812496	1218.80029296875	0.00595166393	587.2754334850549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2453939049837263	0.0	0.3761237244605697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3784823705557039	0.0	0.0	0.0
71037546	71035930	52837304.9358692	51.82306975532698	-114.65221138334326	1312.17041015625	0.009406513436	912.2721883211709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5011042776042258	0.0	0.4988957223957742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71030896	71030100	92086193.2722572	52.707312393647214	-114.53470897145016	2289.01611328125	0.082352219743	1506.81491563522	0.0	0.0	0.2745511901697119	0.0	0.0	0.0	0.0	0.0895905641601556	0.0	0.1648741406002311	0.4709841050699014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71032673	71028681	52540208.33432658	51.26378091963457	-114.92880546717284	1175.29431152344	0.003816933387	2640.5914158205032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3182406386584912	0.0	0.071478574371526	0.1102338890341754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5000468979358073	0.0	0.0	0.0
71037949	71036085	88150977.48971733	51.021610861722536	-114.75965528020335	1517.96142578125	0.019524843112	1778.06532374424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3844866178240076	0.0	0.0	0.6155133821759923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71037968	71034975	17004247.285858426	51.17146647600893	-115.51835186950527	1189.88488769531	0.024174733269	784.557976154925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1477506821990642	0.0	0.3094696768702099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5427796409307257	0.0	0.0	0.0
71038233	71035946	56685149.075277954	51.056460105112286	-115.21781000159257	2033.47912597656	0.018803505634	2771.418867165296	0.0	0.0	0.1460940009731107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8539059990268894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71031687	71030287	43073636.805392474	52.62431316567451	-114.50267383469006	2453.431640625	0.024554802146	2073.364759067681	0.0	0.0	0.7663275029021387	0.0	0.0	0.0	0.0	0.0	0.0	0.0789443263891865	0.1547281707086747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71039250	71028304	93459490.90381235	51.15615970736236	-114.40650772077963	1912.74743652344	0.03278159889	2518.299361271426	0.0	0.0	0.3969833355516673	0.0	0.0	0.0	0.0	0.0	0.0	0.0958688772919319	0.5071477871564006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71032486	71028722	94893154.8595891	50.4120552212321	-114.50042611773316	1183.05847167969	0.015392193914	3651.843757231441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3776100204894425	0.0	0.0554370576163185	0.2633914528408408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.303561469053398	0.0	0.0	0.0
71032683	71028961	48036280.564381704	51.71262627385584	-115.61209560867164	2245.00512695312	0.067259179705	3728.348692046926	0.0	0.0	0.3908867776814161	0.0	0.0	0.0	0.0	0.0736621612141918	0.0	0.2821994501253272	0.2532516109790649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71032265	71029212	6239359.040604067	52.464583333333366	-114.40521815376003	1384.33959960938	0.002348604107	1742.480107615933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3941635188080826	0.0	0.0	0.6058364811919175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71025411	71022754	35068629.39748372	51.581628487069814	-115.87163421400929	960.087890625	0.001538875933	2596.274783120255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0774356801287027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9225643198712972	0.0	0.0	0.0
