,Station ID,seg ID,Station name,up,X,Y,maxup,up1,up2,up3,up4
0,05CC002,71022153,RED DEER RIVER AT RED DEER,0,-113.82,52.27,2,71022160,71023606,0,0
1,05BH004,71027942,BOW RIVER AT CALGARY,0,-114.05,51.05,2,71027957,71030749,0,0
2,05BE004,71028039,BOW RIVER NEAR SEEBE,0,-115.03,51.11,2,71028054,71028249,0,0
3,05BL004,71034975,HIGHWOOD RIVER BELOW LITTLE BOW CANAL,0,-113.86,50.58,2,71035002,71037968,0,0
