subid	maindown	area	latitude	longitude	elev_mean	slope_mean	rivlen	SLC_1	SLC_2	SLC_3	SLC_4	SLC_5	SLC_6	SLC_7	SLC_8	SLC_9	SLC_10	SLC_11	SLC_12	SLC_13	SLC_14	SLC_15	SLC_16	SLC_17	SLC_18	SLC_19
71026700	71023936	67598948.87967789	52.78582947679653	-114.68901426918617	5	0.002067522003	14145.092435651244	0.0	0.0	0.0	0.0	0.0	0.0855017062699312	0.0	0.0	0.4251306681830912	0.0	0.0	0.0	0.0	0.0	0.0	0.1543480829758136	0.0	0.0874088088057499	0.2476107337654139
71031863	71029930	69592039.65164284	51.48169957324289	-114.94178665998268	5	0.006958877727	12491.662511598193	0.0	0.0	0.0	0.0	0.0	0.3739518246430069	0.0	0.0	0.6260481753569931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71022444	71022165	69641424.21023259	51.988454204776446	-114.06065936229682	5	0.004277229641	10178.88335983022	0.0	0.0	0.0746610321936071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9253389678063928	0.0	0.0
71026196	71023895	70233253.91291448	52.601348094031096	-114.66791399532842	5	0.002543903572	15105.886149833774	0.0	0.0	0.0	0.0	0.0	0.255407753701359	0.0	0.0	0.0651642211433938	0.0	0.0	0.0	0.0	0.0	0.0	0.1040208876854657	0.338881894116001	0.0880273191038014	0.148497924249979
71024795	71023591	70531533.58377396	52.15553266601692	-114.50438610632081	5	0.002830549711	4937.567984096994	0.0	0.0	0.0	0.0	0.0	0.1761324408782096	0.0	0.0	0.0618871526940361	0.0	0.0	0.0	0.0	0.0	0.0	0.0939261216431867	0.6680542847845674	0.0	0.0
71031893	71029071	70709053.54766677	51.48127416375678	-116.31755357775405	5	0.0186258469	12772.482523959667	0.0	0.4149038932222759	0.0	0.0	0.0	0.0	0.1055112534618315	0.0	0.4795848533158926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71030474	71028221	70834874.54889277	51.04833753983426	-115.43294531548744	5	0.017583556162	11010.612266859844	0.0	0.315340617552629	0.0	0.0	0.0	0.0	0.0	0.0789151270880525	0.6057442553593185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71030390	71030034	8655609.38301598	51.54829824561405	-115.97674664602685	5	0.017327592985	3670.256123513943	0.0	0.3771305686297452	0.0	0.0	0.0	0.0	0.0	0.0833756940936787	0.539493737276576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71032185	71029528	71512957.92421554	51.59238669262257	-116.4137831935709	5	0.009547346554	9259.975525770156	0.0	0.4744962230063198	0.0	0.0	0.1031200367958118	0.0	0.2618593590810285	0.0	0.1605243811168397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71024862	71024080	73368256.49444258	52.154218566039496	-114.69770795790376	5	0.002618883225	10290.678162140423	0.0	0.0	0.0	0.0	0.0	0.1902789197109838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8097210802890162	0.0	0.0
71031739	71029863	73982258.99376212	51.43830767555009	-114.96593100234806	5	0.011410509125	13169.979208701418	0.0	0.0	0.0	0.0	0.0	0.200150763926992	0.0	0.0601363616134299	0.7397128744595781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71031594	71029721	74029090.77188557	51.39565028691801	-115.25463178857663	5	0.01591840546	15769.81638083682	0.0	0.5517318596039333	0.0	0.0	0.0	0.0	0.0	0.0	0.4482681403960666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71030588	71029879	74098936.27432886	51.08426389294755	-114.751588252484	5	0.007107101455	13973.92052848293	0.0	0.0	0.0	0.0	0.0	0.6396981658986208	0.0	0.0	0.3603018341013792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71032095	71028945	74353270.64968327	51.561070055967875	-114.43639979822733	5	0.005887719576	9898.708940687364	0.0	0.0	0.0	0.0	0.0	0.078709729881094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.921290270118906	0.0	0.0
71030418	71030071	74488289.39730865	51.01642151868036	-115.59888355167413	5	0.01771530179	11047.626551802492	0.0	0.538638621684233	0.0	0.0	0.0	0.0	0.0	0.0930117058652061	0.3683496724505608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71024292	71022992	11593568.500348574	52.475385341183575	-114.48236903683572	5	0.003001177904	3923.348136004489	0.0	0.0	0.059796994770133	0.0	0.0	0.1003705347463806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8398324704834864	0.0	0.0
71024386	71023181	10318429.814348806	52.5622536820721	-114.44728288471296	5	0.002223661949	807.8709919492389	0.0	0.0	0.0545954290199607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9454045709800392	0.0	0.0
71038901	71035289	75470323.99086052	50.84678724196769	-115.06780513301146	5	0.032905347795	8958.73931027858	0.0	0.4452974569450333	0.0	0.0	0.0	0.0	0.0	0.1081417382530148	0.4465608048019517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71031120	71028740	77506581.97268143	51.24199997679701	-116.01904380713721	5	0.032416822502	9238.355620291102	0.0	0.2416606017816384	0.0	0.0	0.0	0.0	0.0	0.0	0.7583393982183616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71025298	71022693	77892034.18328576	52.29292845539462	-114.41194181219255	5	0.002530154994	16208.905917240085	0.0	0.0	0.0546985451429522	0.0	0.0	0.0723147239097297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8729867309473179	0.0	0.0
71038383	71036211	78640951.10039002	50.65407259465091	-115.25482181312964	5	0.015684118183	11230.827372329906	0.0	0.5606237439283404	0.0	0.0	0.0	0.0	0.0862013972420111	0.0945538936204283	0.2586209652092202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71026853	71023936	79273987.77797323	52.819921299947346	-114.61109216175953	5	0.002104655947	13045.294258102324	0.0	0.0	0.0	0.0	0.0	0.1535788088213414	0.0	0.0	0.3468404436127112	0.0	0.0	0.0	0.0	0.0	0.0	0.1399939618198687	0.0568867334557108	0.0	0.3027000522903676
71033362	71028490	79519377.21052553	51.976539916761304	-114.5842810086578	5	0.005609357935	14108.435853263294	0.0	0.0	0.0	0.0	0.0	0.3814048275970231	0.0	0.0	0.1320793202739831	0.0	0.0	0.0	0.0	0.0	0.0	0.0804845461208274	0.4060313060081663	0.0	0.0
71024843	71022661	80098192.48225106	52.13774834874509	-114.28849955966527	5	0.000747527255	5344.235454679608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
71030156	71029225	186379.637173054	51.842571428571425	-115.10585714285716	5	0.007325717261	149.911704358669	0.0	0.0	0.0	0.0	0.0	0.2695964953454335	0.0	0.0	0.6719003070736348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0585031975809317
71030716	71028062	81569774.97662082	51.14293641324775	-114.64739764919047	5	0.007722131666	7486.568019213728	0.0	0.0	0.0	0.0	0.0	0.5863399435504214	0.0	0.2596049470931098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1540551093564686	0.0	0.0
71030314	71027963	18493206.279506873	51.24534106378842	-114.53078204006225	5	0.014448038846	9583.533913699821	0.0	0.0	0.0	0.0	0.0	0.437180324850046	0.0	0.4888804945290763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0739391806208775	0.0	0.0
71032804	71028531	83233270.89990397	51.824303688769426	-114.25724195681863	5	0.003079261642	18196.000157725513	0.0	0.0	0.0	0.0	0.0	0.0702682026554315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9297317973445683	0.0	0.0
71032802	71028865	83261578.78873132	51.77967406387444	-115.69121344092945	5	0.025217261812	18914.208755485615	0.0	0.2677346169335743	0.0	0.0	0.0	0.0724996261896545	0.0	0.2391805362754551	0.4205852206013159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71025125	71023982	88212369.44062243	52.2460997766344	-114.72414537712903	5	0.000781290422	14056.928565941016	0.0	0.0	0.0	0.0	0.0572898578515877	0.179880703337341	0.0	0.0	0.1012933304545249	0.0	0.0	0.0	0.0	0.0	0.0	0.1476506717300203	0.5138854366265259	0.0	0.0
71032574	71029520	88269264.26622286	51.693800942178164	-115.99448538312565	5	0.031977125012	12146.971032798345	0.0	0.6974006276808912	0.0	0.0	0.0	0.0	0.0	0.0886421238810106	0.2139572484380981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71032632	71029715	88769142.90226185	51.72799695293093	-115.12360005212128	5	0.009436867437	17249.290083178614	0.0	0.0	0.0	0.0	0.0	0.2301064327872172	0.0	0.1809112803028558	0.5889822869099269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71031870	71029924	89599251.06289662	51.490988051745816	-115.4298647960712	5	0.016701585059	12722.799806414712	0.0	0.3469972412723726	0.0	0.0	0.0	0.0	0.0	0.1077934659335517	0.5452092927940756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71024082	71023020	6064740.7306526685	52.396993350679345	-114.51444998554483	5	0.005796082419	3168.51694665448	0.0	0.0	0.0692108147621945	0.0	0.0	0.0988171420519537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8319720431858517	0.0	0.0
71030313	71030189	10606928.108712321	51.26527918996773	-114.35830537197067	5	0.000836654296	3222.597269463852	0.0	0.0	0.0	0.0	0.0	0.3125256125229052	0.0	0.4414978456200157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2459765418570789	0.0	0.0
71031431	71027969	92438247.52953528	51.308019825543006	-114.62780219139755	5	0.008287958953	17943.826663292763	0.0	0.0	0.0	0.0	0.0	0.4739521626143025	0.0	0.2892786924231761	0.1586263427205064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0781428022420149	0.0	0.0
71031296	71029857	93331417.50026856	51.27375469354751	-115.7018512313946	5	0.021036524936	15582.604994328385	0.0	0.4513204409755121	0.0	0.0	0.0	0.0	0.0	0.0868593806377705	0.4618201783867172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71026572	71023778	94027660.37218842	52.717849235439985	-114.68514995001641	5	0.00191075927	18439.44870645163	0.0	0.0	0.0	0.0	0.0	0.1248556230269932	0.0	0.0	0.2969772557649482	0.0	0.0	0.0	0.0	0.0	0.0	0.1491132579446451	0.1954106816442197	0.0590462919253899	0.1745968896938036
71030243	71029450	3649138.314104321	51.35330260570299	-115.58727630285142	5	0.022644244173	3456.573176036347	0.0	0.1290747557935145	0.0	0.0	0.0	0.0	0.0	0.1676334300144445	0.7032918141920409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71030265	71030202	2024175.907092828	51.828510964912276	-114.8848618421053	5	0.000495368	1612.6153112807128	0.0	0.0	0.0	0.0	0.0	0.8220343795569273	0.0	0.1779656204430727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71026344	71023778	98231624.11387798	52.647338134284674	-114.6633141650249	5	0.002127427158	17264.386232793866	0.0	0.0	0.0	0.0	0.0	0.1687009378556168	0.0	0.0	0.1424427303029615	0.0	0.0	0.0	0.0	0.0	0.0	0.1649234977067769	0.2856729481499452	0.0540918039247759	0.1841680820599235
71030944	71029639	98667055.94162121	51.20601045200837	-115.18750702272825	5	0.019777834041	18912.50084424746	0.0	0.555868522106274	0.0	0.0	0.0	0.0	0.0	0.1010641858263318	0.3430672920673942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71030057	71030035	160818.345510916	51.53886111111112	-115.73333333333333	5	0.02066423626	391.146221198283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.307465096143844	0.6925349038561561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71030302	71030100	17094724.173106994	51.18994497103739	-115.90939494470764	5	0.021669112106	4305.904343671885	0.0	0.2236011452774503	0.0	0.0	0.0	0.0	0.0	0.0648145416469909	0.7115843130755588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71030191	71030177	349460.313440696	51.40402564102567	-115.76324358974361	5	0.014860183326	436.848959167207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0768630176791656	0.9231369823208344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
