           YEAR,           JDAY,           FSIN,          FSOUT,           ALBT,           FLIN,          FLOUT,            GTE,          QSENS,           QEVP,          GZERO,             TA,           TCAN,           CMAS,           TSNO,           TPND,          TSOL1,          TSOL2,          TSOL3,             QA,             UV,           PRES,
           1980,             21,   70.37015    ,   44.58603    ,  0.3463165    ,   179.2636    ,   225.3042    ,  -22.45403    ,   7.027765    ,   4.059177    ,  -13.18017    ,  -14.14264    ,  -20.23155    ,   7.464485    ,  -16.07697    ,   0.000000    ,  -11.07794    ,  -7.934967    ,  0.4535217    ,  0.1306208E-02,   1.042186    ,   81352.61    ,
           1980,             22,   54.79656    ,   34.44299    ,  0.3519748    ,   219.1024    ,   246.2286    ,  -16.79175    ,   6.930222    ,   3.483772    ,  -7.645062    ,  -11.08414    ,  -15.46521    ,   7.428742    ,  -13.85812    ,   0.000000    ,  -10.37677    ,  -8.199615    ,  0.4346924    ,  0.1726439E-02,   1.042556    ,   81298.93    ,
           1980,             23,   57.18994    ,   35.84858    ,  0.3542428    ,   248.9226    ,   272.6931    ,  -9.913605    ,   6.491536    ,   3.094282    ,  -1.270921    ,  -4.363037    ,  -8.530823    ,   7.329435    ,  -9.653442    ,   0.000000    ,  -8.497711    ,  -7.680481    ,  0.4197388    ,  0.2935351E-02,   1.491512    ,   80712.06    ,
           1980,             24,   50.04080    ,   30.88203    ,  0.3640582    ,   227.3288    ,   255.9346    ,  -14.01453    ,   5.910377    ,   4.188663    ,  -6.602060    ,  -8.215332    ,  -12.83514    ,   7.344784    ,  -10.48688    ,   0.000000    ,  -8.285400    ,  -6.663452    ,  0.4079590    ,  0.1766238E-02,   2.055349    ,   80172.20    ,
           1980,             25,   41.14379    ,   25.01243    ,  0.3726637    ,   216.7686    ,   238.1539    ,  -18.60576    ,   10.34897    ,   4.354791    ,  -9.279668    ,  -17.88307    ,  -18.18517    ,   7.459345    ,  -11.70947    ,   0.000000    ,  -8.446014    ,  -6.288849    ,  0.3973999    ,  0.7386524E-03,   1.558670    ,   80783.01    ,
           1980,             26,   60.73387    ,   36.77053    ,  0.3745531    ,   183.1458    ,   213.1341    ,  -25.64572    ,   15.59739    ,   3.864797    ,  -13.76037    ,  -23.35500    ,  -24.65958    ,   7.524313    ,  -14.71320    ,   0.000000    ,  -9.574860    ,  -6.450378    ,  0.3872986    ,  0.4679199E-03,   1.456478    ,   80880.16    ,
           1980,             27,   63.34075    ,   38.38738    ,  0.3727700    ,   175.0562    ,   208.7467    ,  -27.09500    ,   14.88335    ,   2.883201    ,  -14.99026    ,  -23.83365    ,  -26.05815    ,   7.507198    ,  -16.15274    ,   0.000000    ,  -10.50223    ,  -7.097656    ,  0.3774109    ,  0.4937435E-03,   1.045702    ,   80267.24    ,
           1980,             28,   64.71298    ,   39.35017    ,  0.3727358    ,   174.7317    ,   211.0348    ,  -26.30295    ,   18.47163    ,   2.445014    ,  -14.62053    ,  -25.16374    ,  -25.34489    ,   7.512450    ,  -15.81372    ,   0.000000    ,  -10.85345    ,  -7.685150    ,  0.3676758    ,  0.4476386E-03,   1.030939    ,   80044.43    ,
           1980,             29,   86.38105    ,   53.72049    ,  0.3603821    ,   127.7521    ,   184.0397    ,  -35.00285    ,   16.59942    ,   2.457446    ,  -21.29978    ,  -28.73259    ,  -32.61815    ,   7.552445    ,  -20.51619    ,   0.000000    ,  -13.00153    ,  -8.414948    ,  0.3583984    ,  0.3568946E-03,   1.002820    ,   79730.45    ,
           1980,             30,   83.11108    ,   51.99285    ,  0.3559953    ,   159.8180    ,   204.6234    ,  -28.58589    ,   16.78655    ,   3.405604    ,  -15.75626    ,  -24.09718    ,  -26.84349    ,   7.521766    ,  -19.39949    ,   0.000000    ,  -13.30823    ,  -9.647522    ,  0.3492126    ,  0.5541281E-03,  0.9817414    ,   80352.77    ,
